_id;agrupamento;desvio_padrao;duvida;fonte;id_estudante;id_fonte;id_questionario;media_duvida;método
6222276313008a8aa554e123;False;3,905124837953327;24;1;3;EF1;1;3;entradas
6222276313008a8aa554e124;False;0,6959705453537527;3;2;3;EV1;1;0,375;entradas
6222276413008a8aa554e125;False;0,6614378277661477;2;2;3;EV2;1;0,25;entradas
6222276413008a8aa554e126;False;null;29;3;3;Média;1;9,666666666666666;entradas
6222276513008a8aa554e12b;False;2,331844763272204;18;1;5;EF1;1;2,25;entradas
6222276513008a8aa554e12c;False;0,33071891388307384;1;2;5;EV1;1;0,125;entradas
6222276513008a8aa554e12d;False;5,588772226527039;27;2;5;EV2;1;3,375;entradas
6222276613008a8aa554e12e;False;null;46;3;5;Média;1;15,333333333333334;entradas
6222276713008a8aa554e133;False;3,570714214271425;28;1;4;EF1;1;3,5;entradas
6222276713008a8aa554e134;False;0,5;8;2;4;EV1;1;1;entradas
6222276713008a8aa554e135;False;0;8;2;4;EV2;1;1;entradas
6222276713008a8aa554e136;False;null;44;3;4;Média;1;14,666666666666666;entradas
6222276813008a8aa554e13b;False;2,7357585785299112;13;1;6;EF1;1;1,625;entradas
6222276813008a8aa554e13c;False;0,4330127018922193;2;2;6;EV1;1;0,25;entradas
6222276813008a8aa554e13d;False;0;0;2;6;EV2;1;0;entradas
6222276813008a8aa554e13e;False;null;15;3;6;Média;1;5;entradas
6222276a13008a8aa554e143;False;4,301162633521313;32;1;7;EF1;1;4;entradas
6222276a13008a8aa554e144;False;2;12;2;7;EV1;1;1,5;entradas
6222276a13008a8aa554e145;False;1,5360257159305635;9;2;7;EV2;1;1,125;entradas
6222276a13008a8aa554e146;False;null;53;3;7;Média;1;17,666666666666668;entradas
6222276b13008a8aa554e14b;False;3,872983346207417;24;1;9;EF1;1;3;entradas
6222276b13008a8aa554e14c;False;0;0;2;9;EV1;1;0;entradas
6222276b13008a8aa554e14d;False;0,33071891388307384;1;2;9;EV2;1;0,125;entradas
6222276b13008a8aa554e14e;False;null;25;3;9;Média;1;8,333333333333334;entradas
6222276c13008a8aa554e153;False;3,5685256059050494;43;1;10;EF1;1;5,375;entradas
6222276d13008a8aa554e154;False;1,5;8;2;10;EV1;1;1;entradas
6222276d13008a8aa554e155;False;6,475916923494309;34;2;10;EV2;1;4,25;entradas
6222276d13008a8aa554e156;False;null;85;3;10;Média;1;28,333333333333332;entradas
6222276e13008a8aa554e15b;False;0,33071891388307384;1;1;11;EF1;1;0,125;entradas
6222276e13008a8aa554e15c;False;0,33071891388307384;1;2;11;EV1;1;0,125;entradas
6222276e13008a8aa554e15d;False;0,9921567416492215;3;2;11;EV2;1;0,375;entradas
6222276e13008a8aa554e15e;False;null;5;3;11;Média;1;1,6666666666666667;entradas
6222276f13008a8aa554e163;False;1,920286436967152;10;1;12;EF1;1;1,25;entradas
6222276f13008a8aa554e164;False;0,33071891388307384;1;2;12;EV1;1;0,125;entradas
6222276f13008a8aa554e165;False;4,594493987372276;15;2;12;EV2;1;1,875;entradas
6222276f13008a8aa554e166;False;null;26;3;12;Média;1;8,666666666666666;entradas
6222277013008a8aa554e16b;False;1,0532687216470449;7;1;13;EF1;1;0,875;entradas
6222277013008a8aa554e16c;False;0,33071891388307384;1;2;13;EV1;1;0,125;entradas
6222277013008a8aa554e16d;False;0;0;2;13;EV2;1;0;entradas
6222277013008a8aa554e16e;False;null;8;3;13;Média;1;2,6666666666666665;entradas
6222277113008a8aa554e173;False;2,1758618981911515;11;1;14;EF1;1;1,375;entradas
6222277213008a8aa554e174;False;0;0;2;14;EV1;1;0;entradas
6222277213008a8aa554e175;False;1,299038105676658;6;2;14;EV2;1;0,75;entradas
6222277213008a8aa554e176;False;null;17;3;14;Média;1;5,666666666666667;entradas
6222277313008a8aa554e17b;False;1,4523687548277813;9;1;16;EF1;1;1,125;entradas
6222277313008a8aa554e17c;False;0;0;2;16;EV1;1;0;entradas
6222277313008a8aa554e17d;False;0,33071891388307384;1;2;16;EV2;1;0,125;entradas
6222277313008a8aa554e17e;False;null;10;3;16;Média;1;3,3333333333333335;entradas
6222277413008a8aa554e183;False;1,899835519196333;9;1;17;EF1;1;1,125;entradas
6222277413008a8aa554e184;False;0,33071891388307384;1;2;17;EV1;1;0,125;entradas
6222277413008a8aa554e185;False;0;0;2;17;EV2;1;0;entradas
6222277413008a8aa554e186;False;null;10;3;17;Média;1;3,3333333333333335;entradas
6222277513008a8aa554e18b;False;1,2183492931011204;11;1;18;EF1;1;1,375;entradas
6222277513008a8aa554e18c;False;0,6614378277661477;2;2;18;EV1;1;0,25;entradas
6222277513008a8aa554e18d;False;0;0;2;18;EV2;1;0;entradas
6222277613008a8aa554e18e;False;null;13;3;18;Média;1;4,333333333333333;entradas
6222277713008a8aa554e193;False;2,341874249399399;11;1;19;EF1;1;1,375;entradas
6222277713008a8aa554e194;False;0;0;2;19;EV1;1;0;entradas
6222277713008a8aa554e195;False;2,8722813232690143;12;2;19;EV2;1;1,5;entradas
6222277713008a8aa554e196;False;null;23;3;19;Média;1;7,666666666666667;entradas
6222277813008a8aa554e19b;False;0,6959705453537527;3;1;20;EF1;1;0,375;entradas
6222277813008a8aa554e19c;False;0,33071891388307384;1;2;20;EV1;1;0,125;entradas
6222277813008a8aa554e19d;False;0,6614378277661477;2;2;20;EV2;1;0,25;entradas
6222277813008a8aa554e19e;False;null;6;3;20;Média;1;2;entradas
6222277913008a8aa554e1a3;False;1,3919410907075054;18;1;21;EF1;1;2,25;entradas
6222277913008a8aa554e1a4;False;0,4841229182759271;5;2;21;EV1;1;0,625;entradas
6222277913008a8aa554e1a5;False;0,9270248108869579;7;2;21;EV2;1;0,875;entradas
6222277913008a8aa554e1a6;False;null;30;3;21;Média;1;10;entradas
6222277b13008a8aa554e1ab;False;1,9324531042175384;11;1;22;EF1;1;1,375;entradas
6222277b13008a8aa554e1ac;False;0,4330127018922193;2;2;22;EV1;1;0,25;entradas
6222277b13008a8aa554e1ad;False;1,3228756555322954;8;2;22;EV2;1;1;entradas
6222277b13008a8aa554e1ae;False;null;21;3;22;Média;1;7;entradas
6222277c13008a8aa554e1b3;False;4,2555111326373005;15;1;23;EF1;1;1,875;entradas
6222277c13008a8aa554e1b4;False;0;0;2;23;EV1;1;0;entradas
6222277c13008a8aa554e1b5;False;0,6614378277661477;2;2;23;EV2;1;0,25;entradas
6222277d13008a8aa554e1b6;False;null;17;3;23;Média;1;5,666666666666667;entradas
6222277e13008a8aa554e1bb;False;0,6959705453537527;3;1;24;EF1;1;0,375;entradas
6222277e13008a8aa554e1bc;False;0,33071891388307384;1;2;24;EV1;1;0,125;entradas
6222277e13008a8aa554e1bd;False;0,6614378277661477;2;2;24;EV2;1;0,25;entradas
6222277e13008a8aa554e1be;False;null;6;3;24;Média;1;2;entradas
6222277f13008a8aa554e1c3;False;0;0;1;25;EF1;1;0;entradas
6222277f13008a8aa554e1c4;False;0;0;2;25;EV1;1;0;entradas
6222277f13008a8aa554e1c5;False;0;0;2;25;EV2;1;0;entradas
6222277f13008a8aa554e1c6;False;null;0;3;25;Média;1;0;entradas
622227ba13008a8aa554e1cc;True;6,96419413859206;24;1;3;EF1;1;6;entradas
622227ba13008a8aa554e1cd;True;0,82915619758885;3;2;3;EV1;1;0,75;entradas
622227ba13008a8aa554e1ce;True;0,8660254037844386;2;2;3;EV2;1;0,5;entradas
622227ba13008a8aa554e1cf;True;null;29;3;3;Média;1;9,666666666666666;entradas
622227bb13008a8aa554e1d0;True;2,0615528128088303;18;1;5;EF1;1;4,5;entradas
622227bb13008a8aa554e1d1;True;0,4330127018922193;1;2;5;EV1;1;0,25;entradas
622227bb13008a8aa554e1d2;True;6,299801584177076;27;2;5;EV2;1;6,75;entradas
622227bb13008a8aa554e1d3;True;null;46;3;5;Média;1;15,333333333333334;entradas
622227bb13008a8aa554e1d4;True;4,301162633521313;28;1;4;EF1;1;7;entradas
622227bc13008a8aa554e1d5;True;0,7071067811865476;8;2;4;EV1;1;2;entradas
622227bc13008a8aa554e1d6;True;0;8;2;4;EV2;1;2;entradas
622227bc13008a8aa554e1d7;True;null;44;3;4;Média;1;14,666666666666666;entradas
622227bc13008a8aa554e1d8;True;3,6996621467371855;13;1;6;EF1;1;3,25;entradas
622227bc13008a8aa554e1d9;True;0,5;2;2;6;EV1;1;0,5;entradas
622227bc13008a8aa554e1da;True;0;0;2;6;EV2;1;0;entradas
622227bc13008a8aa554e1db;True;null;15;3;6;Média;1;5;entradas
622227bd13008a8aa554e1dc;True;5,385164807134504;32;1;7;EF1;1;8;entradas
622227bd13008a8aa554e1dd;True;3,6742346141747673;12;2;7;EV1;1;3;entradas
622227bd13008a8aa554e1de;True;2,8613807855648994;9;2;7;EV2;1;2,25;entradas
622227bd13008a8aa554e1df;True;null;53;3;7;Média;1;17,666666666666668;entradas
622227be13008a8aa554e1e0;True;5,049752469181039;24;1;9;EF1;1;6;entradas
622227be13008a8aa554e1e1;True;0;0;2;9;EV1;1;0;entradas
622227be13008a8aa554e1e2;True;0,4330127018922193;1;2;9;EV2;1;0,25;entradas
622227be13008a8aa554e1e3;True;null;25;3;9;Média;1;8,333333333333334;entradas
622227be13008a8aa554e1e4;True;4,264680527307995;43;1;10;EF1;1;10,75;entradas
622227be13008a8aa554e1e5;True;2,9154759474226504;8;2;10;EV1;1;2;entradas
622227be13008a8aa554e1e6;True;8,5;34;2;10;EV2;1;8,5;entradas
622227bf13008a8aa554e1e7;True;null;85;3;10;Média;1;28,333333333333332;entradas
622227bf13008a8aa554e1e8;True;0,4330127018922193;1;1;11;EF1;1;0,25;entradas
622227bf13008a8aa554e1e9;True;0,4330127018922193;1;2;11;EV1;1;0,25;entradas
622227bf13008a8aa554e1ea;True;1,299038105676658;3;2;11;EV2;1;0,75;entradas
622227bf13008a8aa554e1eb;True;null;5;3;11;Média;1;1,6666666666666667;entradas
622227c013008a8aa554e1ec;True;2,0615528128088303;10;1;12;EF1;1;2,5;entradas
622227c013008a8aa554e1ed;True;0,4330127018922193;1;2;12;EV1;1;0,25;entradas
622227c013008a8aa554e1ee;True;5,931905258852336;15;2;12;EV2;1;3,75;entradas
622227c013008a8aa554e1ef;True;null;26;3;12;Média;1;8,666666666666666;entradas
622227c013008a8aa554e1f0;True;1,479019945774904;7;1;13;EF1;1;1,75;entradas
622227c013008a8aa554e1f1;True;0,4330127018922193;1;2;13;EV1;1;0,25;entradas
622227c013008a8aa554e1f2;True;0;0;2;13;EV2;1;0;entradas
622227c013008a8aa554e1f3;True;null;8;3;13;Média;1;2,6666666666666665;entradas
622227c113008a8aa554e1f4;True;2,384848003542364;11;1;14;EF1;1;2,75;entradas
622227c113008a8aa554e1f5;True;0;0;2;14;EV1;1;0;entradas
622227c113008a8aa554e1f6;True;1,5;6;2;14;EV2;1;1,5;entradas
622227c113008a8aa554e1f7;True;null;17;3;14;Média;1;5,666666666666667;entradas
622227c213008a8aa554e1f8;True;1,479019945774904;9;1;16;EF1;1;2,25;entradas
622227c213008a8aa554e1f9;True;0;0;2;16;EV1;1;0;entradas
622227c213008a8aa554e1fa;True;0,4330127018922193;1;2;16;EV2;1;0,25;entradas
622227c213008a8aa554e1fb;True;null;10;3;16;Média;1;3,3333333333333335;entradas
622227c313008a8aa554e1fc;True;2,8613807855648994;9;1;17;EF1;1;2,25;entradas
622227c313008a8aa554e1fd;True;0,4330127018922193;1;2;17;EV1;1;0,25;entradas
622227c313008a8aa554e1fe;True;0;0;2;17;EV2;1;0;entradas
622227c313008a8aa554e1ff;True;null;10;3;17;Média;1;3,3333333333333335;entradas
622227c313008a8aa554e200;True;2,0463381929681126;11;1;18;EF1;1;2,75;entradas
622227c313008a8aa554e201;True;0,8660254037844386;2;2;18;EV1;1;0,5;entradas
622227c413008a8aa554e202;True;0;0;2;18;EV2;1;0;entradas
622227c413008a8aa554e203;True;null;13;3;18;Média;1;4,333333333333333;entradas
622227c413008a8aa554e204;True;3,2691742076555053;11;1;19;EF1;1;2,75;entradas
622227c413008a8aa554e205;True;0;0;2;19;EV1;1;0;entradas
622227c413008a8aa554e206;True;4,06201920231798;12;2;19;EV2;1;3;entradas
622227c413008a8aa554e207;True;null;23;3;19;Média;1;7,666666666666667;entradas
622227c513008a8aa554e208;True;0,82915619758885;3;1;20;EF1;1;0,75;entradas
622227c513008a8aa554e209;True;0,4330127018922193;1;2;20;EV1;1;0,25;entradas
622227c513008a8aa554e20a;True;0,8660254037844386;2;2;20;EV2;1;0,5;entradas
622227c513008a8aa554e20b;True;null;6;3;20;Média;1;2;entradas
622227c513008a8aa554e20c;True;1,6583123951777;18;1;21;EF1;1;4,5;entradas
622227c613008a8aa554e20d;True;0,4330127018922193;5;2;21;EV1;1;1,25;entradas
622227c613008a8aa554e20e;True;0,82915619758885;7;2;21;EV2;1;1,75;entradas
622227c613008a8aa554e20f;True;null;30;3;21;Média;1;10;entradas
622227c613008a8aa554e210;True;1,920286436967152;11;1;22;EF1;1;2,75;entradas
622227c613008a8aa554e211;True;0,5;2;2;22;EV1;1;0,5;entradas
622227c613008a8aa554e212;True;2,345207879911715;8;2;22;EV2;1;2;entradas
622227c613008a8aa554e213;Truet;null;21;3;22;Média;1;7;entradas
622227c713008a8aa554e214;True;5,402545696243577;15;1;23;EF1;1;3,75;entradas
622227c713008a8aa554e215;True;0;0;2;23;EV1;1;0;entradas
622227c713008a8aa554e216;True;0,8660254037844386;2;2;23;EV2;1;0,5;entradas
622227c713008a8aa554e217;Truet;null;17;3;23;Média;1;5,666666666666667;entradas
622227c713008a8aa554e218;True;0,82915619758885;3;1;24;EF1;1;0,75;entradas
622227c813008a8aa554e219;True;0,4330127018922193;1;2;24;EV1;1;0,25;entradas
622227c813008a8aa554e21a;True;0,8660254037844386;2;2;24;EV2;1;0,5;entradas
622227c813008a8aa554e21b;True;null;6;3;24;Média;1;2;entradas
622227c813008a8aa554e21c;True;0;0;1;25;EF1;1;0;entradas
622227c813008a8aa554e21d;True;0;0;2;25;EV1;1;0;entradas
622227c813008a8aa554e21e;True;0;0;2;25;EV2;1;0;entradas
622227c813008a8aa554e21f;Truet;null;0;3;25;Média;1;0;entradas
6222280513008a8aa554e221;False;5,656854249492381;12;null;3;1;1;4;casos
6222280513008a8aa554e222;False;1,8856180831641267;10;null;3;2;1;3,3333333333333335;casos
6222280513008a8aa554e223;False;0,9428090415820634;2;null;3;3;1;0,6666666666666666;casos
6222280513008a8aa554e224;False;0;0;null;3;4;1;0;casos
6222280513008a8aa554e225;False;0;0;null;3;5;1;0;casos
6222280513008a8aa554e226;False;1,247219128924647;4;null;3;6;1;1,3333333333333333;casos
6222280513008a8aa554e227;False;0;0;null;3;7;1;0;casos
6222280513008a8aa554e228;False;0,4714045207910317;1;null;3;8;1;0,3333333333333333;casos
6222280513008a8aa554e229;False;4,470388685561916;29;3;3;Média;1;3,625;casos
6222280813008a8aa554e23d;False;0;0;null;5;1;1;0;casos
6222280813008a8aa554e23e;False;3,7416573867739413;12;null;5;2;1;4;casos
6222280813008a8aa554e23f;False;1,699673171197595;5;null;5;3;1;1,6666666666666667;casos
6222280813008a8aa554e240;False;0;0;null;5;4;1;0;casos
6222280813008a8aa554e241;False;0,4714045207910317;1;null;5;5;1;0,3333333333333333;casos
6222280813008a8aa554e242;False;6,548960901462833;23;null;5;6;1;7,666666666666667;casos
6222280813008a8aa554e243;False;1,247219128924647;5;null;5;7;1;1,6666666666666667;casos
6222280813008a8aa554e244;False;0;0;null;5;8;1;0;casos
6222280813008a8aa554e245;False;7,578753195612059;46;3;5;Média;1;5,75;casos
6222280b13008a8aa554e259;False;0,816496580927726;3;null;4;1;1;1;casos
6222280b13008a8aa554e25a;False;0;3;null;4;2;1;1;casos
6222280b13008a8aa554e25b;False;4,96655480858378;15;null;4;3;1;5;casos
6222280b13008a8aa554e25c;False;0,4714045207910317;4;null;4;4;1;1,3333333333333333;casos
6222280b13008a8aa554e25d;False;2,3570226039551585;8;null;4;5;1;2,6666666666666665;casos
6222280b13008a8aa554e25e;False;0;3;null;4;6;1;1;casos
6222280b13008a8aa554e25f;False;0,9428090415820634;5;null;4;7;1;1,6666666666666667;casos
6222280b13008a8aa554e260;False;0;3;null;4;8;1;1;casos
6222280c13008a8aa554e261;False;3,9370039370059056;44;3;4;Média;1;5,5;casos
6222280e13008a8aa554e275;False;0,4714045207910317;1;null;6;1;1;0,3333333333333333;casos
6222280e13008a8aa554e276;False;3,559026084010437;9;null;6;2;1;3;casos
6222280e13008a8aa554e277;False;0;0;null;6;3;1;0;casos
6222280e13008a8aa554e278;False;0;0;null;6;4;1;0;casos
6222280e13008a8aa554e279;False;0;0;null;6;5;1;0;casos
6222280e13008a8aa554e27a;False;0,4714045207910317;1;null;6;6;1;0,3333333333333333;casos
6222280e13008a8aa554e27b;False;1,8856180831641267;4;null;6;7;1;1,3333333333333333;casos
6222280e13008a8aa554e27c;False;0;0;null;6;8;1;0;casos
6222280f13008a8aa554e27d;False;2,9764702249476644;15;3;6;Média;1;1,875;casos
6222281113008a8aa554e291;False;5,436502143433364;22;null;7;1;1;7,333333333333333;casos
6222281113008a8aa554e292;False;1,247219128924647;11;null;7;2;1;3,6666666666666665;casos
6222281113008a8aa554e293;False;1,4142135623730951;3;null;7;3;1;1;casos
6222281213008a8aa554e294;False;0,9428090415820634;2;null;7;4;1;0,6666666666666666;casos
6222281213008a8aa554e295;False;0,9428090415820634;2;null;7;5;1;0,6666666666666666;casos
6222281213008a8aa554e296;False;0,4714045207910317;1;null;7;6;1;0,3333333333333333;casos
6222281213008a8aa554e297;False;0,9428090415820634;2;null;7;7;1;0,6666666666666666;casos
6222281213008a8aa554e298;False;1,247219128924647;10;null;7;8;1;3,3333333333333335;casos
6222281213008a8aa554e299;False;6,854514935427598;53;3;7;Média;1;6,625;casos
6222281413008a8aa554e2ad;False;4,242640687119285;9;null;9;1;1;3;casos
6222281413008a8aa554e2ae;False;1,4142135623730951;3;null;9;2;1;1;casos
6222281513008a8aa554e2af;False;4,714045207910316;10;null;9;3;1;3,3333333333333335;casos
6222281513008a8aa554e2b0;False;0;0;null;9;4;1;0;casos
6222281513008a8aa554e2b1;False;0,4714045207910317;1;null;9;5;1;0,3333333333333333;casos
6222281513008a8aa554e2b2;False;0,4714045207910317;1;null;9;6;1;0,3333333333333333;casos
6222281513008a8aa554e2b3;False;0,4714045207910317;1;null;9;7;1;0,3333333333333333;casos
6222281513008a8aa554e2b4;False;0;0;null;9;8;1;0;casos
6222281513008a8aa554e2b5;False;3,7893765978060294;25;3;9;Média;1;3,125;casos
6222281713008a8aa554e2c9;False;1,699673171197595;11;null;10;1;1;3,6666666666666665;casos
6222281713008a8aa554e2ca;False;7,133644853010899;34;null;10;2;1;11,333333333333334;casos
6222281713008a8aa554e2cb;False;2,160246899469287;6;null;10;3;1;2;casos
6222281813008a8aa554e2cc;False;1,8856180831641267;7;null;10;4;1;2,3333333333333335;casos
6222281813008a8aa554e2cd;False;1,247219128924647;4;null;10;5;1;1,3333333333333333;casos
6222281813008a8aa554e2ce;False;5,2493385826745405;14;null;10;6;1;4,666666666666667;casos
6222281813008a8aa554e2cf;False;2,8284271247461903;6;null;10;7;1;2;casos
6222281813008a8aa554e2d0;False;0,816496580927726;3;null;10;8;1;1;casos
6222281813008a8aa554e2d1;False;9,45961812125627;85;3;10;Média;1;10,625;casos
6222281a13008a8aa554e2e5;False;0,9428090415820634;5;null;11;1;1;1,6666666666666667;casos
6222281a13008a8aa554e2e6;False;0;0;null;11;2;1;0;casos
6222281a13008a8aa554e2e7;False;0;0;null;11;3;1;0;casos
6222281a13008a8aa554e2e8;False;0;0;null;11;4;1;0;casos
6222281b13008a8aa554e2e9;False;0;0;null;11;5;1;0;casos
6222281b13008a8aa554e2ea;False;0;0;null;11;6;1;0;casos
6222281b13008a8aa554e2eb;False;0;0;null;11;7;1;0;casos
6222281b13008a8aa554e2ec;False;0;0;null;11;8;1;0;casos
6222281b13008a8aa554e2ed;False;1,653594569415369;5;3;11;Média;1;0,625;casos
6222281d13008a8aa554e301;False;6,599663291074443;14;null;12;1;1;4,666666666666667;casos
6222281d13008a8aa554e302;False;0;0;null;12;2;1;0;casos
6222281d13008a8aa554e303;False;1,8856180831641267;7;null;12;3;1;2,3333333333333335;casos
6222281d13008a8aa554e304;False;0;0;null;12;4;1;0;casos
6222281e13008a8aa554e305;False;0,4714045207910317;1;null;12;5;1;0,3333333333333333;casos
6222281e13008a8aa554e306;False;0;0;null;12;6;1;0;casos
6222281e13008a8aa554e307;False;1,8856180831641267;4;null;12;7;1;1,3333333333333333;casos
6222281e13008a8aa554e308;False;0;0;null;12;8;1;0;casos
6222281e13008a8aa554e309;False;4,710360920354193;26;3;12;Média;1;3,25;casos
6222282013008a8aa554e31d;False;1,4142135623730951;3;null;13;1;1;1;casos
6222282013008a8aa554e31e;False;0,4714045207910317;1;null;13;2;1;0,3333333333333333;casos
6222282013008a8aa554e31f;False;0,9428090415820634;2;null;13;3;1;0,6666666666666666;casos
6222282013008a8aa554e320;False;0;0;null;13;4;1;0;casos
6222282013008a8aa554e321;False;0,4714045207910317;1;null;13;5;1;0,3333333333333333;casos
6222282113008a8aa554e322;False;0;0;null;13;6;1;0;casos
6222282113008a8aa554e323;False;0,4714045207910317;1;null;13;7;1;0,3333333333333333;casos
6222282113008a8aa554e324;False;0;0;null;13;8;1;0;casos
6222282113008a8aa554e325;False;1;8;3;13;Média;1;1;casos
6222282313008a8aa554e339;False;0,4714045207910317;1;null;14;1;1;0,3333333333333333;casos
6222282313008a8aa554e33a;False;0;0;null;14;2;1;0;casos
6222282313008a8aa554e33b;False;1,8856180831641267;4;null;14;3;1;1,3333333333333333;casos
6222282313008a8aa554e33c;False;0,4714045207910317;1;null;14;4;1;0,3333333333333333;casos
6222282313008a8aa554e33d;False;2,8284271247461903;6;null;14;5;1;2;casos
6222282413008a8aa554e33e;False;0;0;null;14;6;1;0;casos
6222282413008a8aa554e33f;False;0;0;null;14;7;1;0;casos
6222282413008a8aa554e340;False;1,699673171197595;5;null;14;8;1;1,6666666666666667;casos
6222282413008a8aa554e341;False;2,315032397181517;17;3;14;Média;1;2,125;casos
6222282613008a8aa554e355;False;0;0;null;16;1;1;0;casos
6222282613008a8aa554e356;False;0;0;null;16;2;1;0;casos
6222282613008a8aa554e357;False;1,4142135623730951;3;null;16;3;1;1;casos
6222282613008a8aa554e358;False;0;0;null;16;4;1;0;casos
6222282613008a8aa554e359;False;1,8856180831641267;4;null;16;5;1;1,3333333333333333;casos
6222282613008a8aa554e35a;False;0,4714045207910317;1;null;16;6;1;0,3333333333333333;casos
6222282713008a8aa554e35b;False;0,4714045207910317;1;null;16;7;1;0,3333333333333333;casos
6222282713008a8aa554e35c;False;0,4714045207910317;1;null;16;8;1;0,3333333333333333;casos
6222282713008a8aa554e35d;False;1,3919410907075054;10;3;16;Média;1;1,25;casos
6222282913008a8aa554e371;False;0,4714045207910317;1;null;17;1;1;0,3333333333333333;casos
6222282913008a8aa554e372;False;0,4714045207910317;1;null;17;2;1;0,3333333333333333;casos
6222282913008a8aa554e373;False;2,8284271247461903;6;null;17;3;1;2;casos
6222282913008a8aa554e374;False;0,4714045207910317;2;null;17;4;1;0,6666666666666666;casos
6222282913008a8aa554e375;False;0;0;null;17;5;1;0;casos
6222282913008a8aa554e376;False;0;0;null;17;6;1;0;casos
6222282a13008a8aa554e377;False;0;0;null;17;7;1;0;casos
6222282a13008a8aa554e378;False;0;0;null;17;8;1;0;casos
6222282a13008a8aa554e379;False;1,920286436967152;10;3;17;Média;1;1,25;casos
6222282c13008a8aa554e38d;False;1,632993161855452;6;null;18;1;1;2;casos
6222282c13008a8aa554e38e;False;0,9428090415820634;2;null;18;2;1;0,6666666666666666;casos
6222282c13008a8aa554e38f;False;0,9428090415820634;2;null;18;3;1;0,6666666666666666;casos
6222282c13008a8aa554e390;False;0,4714045207910317;1;null;18;4;1;0,3333333333333333;casos
6222282c13008a8aa554e391;False;0,4714045207910317;1;null;18;5;1;0,3333333333333333;casos
6222282c13008a8aa554e392;False;0;0;null;18;6;1;0;casos
6222282d13008a8aa554e393;False;0,4714045207910317;1;null;18;7;1;0,3333333333333333;casos
6222282d13008a8aa554e394;False;0;0;null;18;8;1;0;casos
6222282d13008a8aa554e395;False;1,79843682124227;13;3;18;Média;1;1,625;casos
6222282f13008a8aa554e3a9;False;0;0;null;19;1;1;0;casos
6222282f13008a8aa554e3aa;False;0,4714045207910317;1;null;19;2;1;0,3333333333333333;casos
6222282f13008a8aa554e3ab;False;0;0;null;19;3;1;0;casos
6222282f13008a8aa554e3ac;False;0;0;null;19;4;1;0;casos
6222282f13008a8aa554e3ad;False;1,4142135623730951;3;null;19;5;1;1;casos
6222282f13008a8aa554e3ae;False;0,4714045207910317;1;null;19;6;1;0,3333333333333333;casos
6222282f13008a8aa554e3af;False;3,091206165165235;8;null;19;7;1;2,6666666666666665;casos
6222283013008a8aa554e3b0;False;4,0276819911981905;10;null;19;8;1;3,3333333333333335;casos
6222283013008a8aa554e3b1;False;3,6890886408434267;23;3;19;Média;1;2,875;casos
6222283213008a8aa554e3c5;False;0,816496580927726;3;null;20;1;1;1;casos
6222283213008a8aa554e3c6;False;0;0;null;20;2;1;0;casos
6222283213008a8aa554e3c7;False;0,4714045207910317;1;null;20;3;1;0,3333333333333333;casos
6222283213008a8aa554e3c8;False;0;0;null;20;4;1;0;casos
6222283213008a8aa554e3c9;False;0;0;null;20;5;1;0;casos
6222283213008a8aa554e3ca;False;0;0;null;20;6;1;0;casos
6222283213008a8aa554e3cb;False;0,9428090415820634;2;null;20;7;1;0,6666666666666666;casos
6222283213008a8aa554e3cc;False;0;0;null;20;8;1;0;casos
6222283313008a8aa554e3cd;False;1,0897247358851685;6;3;20;Média;1;0,75;casos
